text	category	region	language	cultural_score	quality_score
"Song, Dance and Rituals
During ritual performance earlier the focal point
was the beating of drums and rhythmic tunes of flutes"	festival	Unknown	Santali	2	1.574803149606299
"In a globalized world, it is essential to recognize and protect indigenous cultures like the North Santal, ensuring that 
their traditions and knowledge continue to enrich our global heritage"	festival	Unknown	Santali	3	1.5706806282722512
"It is played as an accompaniment to songs, musical rhythms providing the melody line alongside other Santal 
musical instruments"	festival	Unknown	Santali	2	1.5625
"It is played as an accompaniment to songs, musical rhythms providing 
the melody line alongside other Santal musical instruments"	festival	Unknown	Santali	2	1.5625
"48 
Description: The slingshot is one of the most common tools that Santal boys use to kill birds, mice and 
other small animals"	language	Unknown	Santali	2	1.5625
"The Santal women like to wear various types of ornaments; these include necklace, ear
ring, bangles, wristlets, ring girdles etc"	gender	Unknown	Santali	2	1.5625
"In the Santal language there are a number
of impersonal verbs with the accusative case
;
as tetanet'-ko-a,
they are thirsty
(Jit"	customs	Unknown	Santali	2	1.5625
Language is a major instrument in shaping individuals, society, culture, learning and education, thinking and identity of people	gender	Unknown	Santali	2	1.5625
"Therefore, to retain the
language and culture the feminine gender
played stupendous role in comparison to
their male counterpart"	gender	Unknown	Santali	2	1.5625
"In the practice of witchcraft, only women are identified as witches and in many cases 
such identified women are brutally killed"	gender	Unknown	Santali	2	1.5625
"The spirits reside in 
their houses, village, forests 
and mountains and the Santhali people like 
many other tribal communities are totally 
governed by the diktats of the supernatural 
world"	housing	Unknown	Santali	3	1.5625
"[20]
In northern West Bengal, tribal peasants participated in Naxalbari uprising led by a Santal communist leader Jangal Santhal"	customs	West Bengal	Santali	2	1.5625
"The Santals form
one of the largest tribal groups in eastern India
concentrated mainly in Bihar, West Bengal, Orissa
and Tripura"	customs	West Bengal	Santali	2	1.5625
"Santal orality
Santali is India’s most widely spoken Austro-Asiatic language, and one of
India’s officially recognized minority languages, but it still suffers from a
lack of public recognition"	language	Unknown	Santali	3	1.5544041450777202
"For the missionaries, who were not ready
to locate Santal identity in the historicity of the Santal rebellion, language
made up for the poverty of history in that it granted them a real culture"	customs	Unknown	Santali	3	1.5544041450777202
"[10][11]
In 1832, the EIC demarcated the Damin-i-koh region in present-day Jharkhand and
encouraged the pre-existed Paharia tribe of the Rajmahal hills to clear forests and practice
agriculture"	farming	Jharkhand	Santali	3	1.5544041450777202
"MISSION  
SANTALI 
Junior research 
Fellowship  
         ( A Practice Set Book for UGC NET / SET / JET ) 
 
 
                                      Edited by : 
                             Dr"	language	Unknown	Santali	3	1.5544041450777202
"[31]
A characteristic feature of a Santal village is a sacred grove (known as Jaher)[AE][AF] on the edge of the village where many spirits live and where a
series of annual festivals take place"	festival	Unknown	Santali	3	1.5544041450777202
"According to Literary  Parimal Hembram “ Although preaching the Bible was main objective, the 
missionaries were the first to realize that, Santali has put a strong life force into the language"	language	Unknown	Santali	3	1.5544041450777202
"It is the place where 
the children receive their socialization and learn about the social norms and practices of their community"	gender	Unknown	Santali	2	1.550387596899225
"It is the most common tool Santal women carry with 
them when they go to the forest to collect firewood and other forest products"	gender	Unknown	Santali	2	1.550387596899225
"In this study, it is found 
that new generations are dependent and also are influenced by theses dominant 
languages and cultures"	customs	Unknown	Santali	2	1.550387596899225
"This study cares for the present circumstance of both material and non-material culture of 
the Santals and the reasons behind it"	customs	Unknown	Santali	2	1.550387596899225
"Santals are the third largest tribal group in India (Dey 31) and the second-largest tribal group in Bangladesh 
(Shamsuddoha 206)"	customs	Unknown	Santali	2	1.550387596899225
"Introduction  
Santhal or Santal are one of the largest tribal groups of the pre-Aryan period residing in the Indian subcontinent"	customs	Unknown	Santali	2	1.550387596899225
"Often in Santal nuclear families it is found
that the maintenance of the family is carried out by
the female member or the mother"	gender	Unknown	Santali	2	1.550387596899225
"CONCLUSION
The impact of modernization is now manifested
in the day to day activities of the Santal community
of Birbhum district"	gender	Unknown	Santali	2	1.550387596899225
"0 Cultural and tradition of santal society:
Culture is taking as a system of ideas, beliefs, value orientation, and patterns of meaning, inherited
conception, and the mental constructs of values"	customs	Unknown	Santali	3	1.5463917525773196
"Additionally, the introduction of new agricultural practices 
disrupted the traditional Santal way of life, profoundly affecting their economic livelihoods and cultural practices 
(Bodley, 1999)"	customs	Unknown	Santali	3	1.5463917525773196
"The puppeteer narrates traditional 
Santal stories through song while manipulating the movement of the puppets attached by strings"	festival	Unknown	Santali	2	1.5384615384615385
"According to Philip Kisku age of 45, the ratios of 
using Bangla language in their every day practices are increasing very sharply"	customs	Unknown	Santali	2	1.5384615384615385
"The new script was
used to print newspapers that were read by Santals living in the states of Bengal,
Jharkhand, Odisha, and Assam"	language	Jharkhand	Santali	2	1.5384615384615385
"2Respondents’ Observation of Their Culture 
Santal people‟s thinking, observation, attitude, foretelling are the main focuses here"	customs	Unknown	Santali	2	1.5384615384615385
"There is no dowry system among the Santals but at the same time the divorces are very frequent and women are 
victimized very much"	gender	Unknown	Santali	2	1.5384615384615385
"By composing different 
types of stories, Santali has presented the written literature in a superior place These written stories are mainly written on 
social, historical, economic, political etc"	language	Unknown	Santali	3	1.5384615384615385
"Phillips, who lived in Orissa and having come in contact with Santals, in 1852 published “An 
Introduction to the Santal Language”"	customs	Unknown	Santali	2	1.5384615384615385
"Moreover these
progressive Santali women not only differs in self-
presentation but also in pursuing a sense of self-
confidence, and a capacity to place one’s opinion in
social gathering as well"	gender	Unknown	Santali	3	1.5384615384615385
"2 Statement of the Problem 
Culture, as Oxford Advanced Learner‟s Dictionary (2010) defines is “the customs and belief, arts, way 
of life and social organization of a particular country or group”"	customs	Unknown	Santali	3	1.530612244897959
"By recognizing the value of the Santhali language and culture, missionaries played 
a crucial role in promoting cultural preservation, social upliftment, and education among the Santhali community"	gender	Unknown	Santali	3	1.530612244897959
"[29]
The personal pronouns in Santali distinguish inclusive and exclusive first person and anaphoric and demonstrative third person"	language	Unknown	Santali	2	1.5267175572519083
"Lipur is played as an accompaniment to songs, musical rhythms providing the melody line alongside other 
Santal musical instruments"	festival	Unknown	Santali	2	1.5267175572519083
"The Dhol is always played alongside the Teyon 
and Tamak during weddings, usually by men and both men and women dance to the rhythm"	gender	Unknown	Santali	2	1.5267175572519083
"By the influence of dominant languages and cultures, minor groups and 
their languages are seriously struggling for their existence"	customs	Unknown	Santali	2	1.5267175572519083
"93 The degradation of widows’ rights has led Santal women to pressure panchayats or communi-
ties to negotiate their access to land"	gender	Unknown	Santali	2	1.5267175572519083
"Children under 12 years 
eventually build a community by visiting their next village or assisting adults to get their jobs done [5]"	social	Unknown	Santali	2	1.5267175572519083
"[3] Mohapatra, Sitakanta(1986): Modernization and Ritual Identity and Change in Santal Society, Oxford University 
Press, New Delhi"	customs	Unknown	Santali	2	1.5267175572519083
"An 
example of teaching is found through moral words The special qualities of Santali folklore are created in the absence of 
poets"	language	Unknown	Santali	2	1.5267175572519083
